Detection ID,Latest Commit ID,PMD Version,Rule Name,File Path,Violation Introducing Commit ID,VIC Date,VIC Line Num.,Latest Detection Commit ID,LDC ID Date,LDC Line Num.,Violation Fixed Commit ID,VFC Date,VFC Line Num.,Fixed Period(day),Original Code,Fixed Code,Really Fixed?,Time
3656,0373c58fd4be937e4c3bf347be1956f45d12950d9b93397478ad50d78479881426d7faf551126499c6d712823bb9d6fb62480a1e33096f6fd9aafe1e6d979e49190a48fc1c43edc0ff2b410eae09381d7965351dcf385205409adb2f5f0fe928a55f77d23f641fe61e1e3964272601012b895620a987134af362313860401024b7141489e66ee76af442eb76c2323b774725139dea401bac4837d7e706ba5ed286f66e21e1521164a87ca3ae5b60d090db214416b5521ac9a329ed8ae14e398c1a55d4e793f2ee7d,6.25,category/java/errorprone.xml/NullAssignment,./TargetProjects/karaf-cellar/hazelcast/src/main/java/org/apache/karaf/cellar/hazelcast/internal/osgi/Activator.java,d28cfc29df67fe01e11a8721de19b477b35c1708,1440620255,329,26fdbb9c6bfe62c0e7f5379b1c8cbab5540d567d,1593439035,377,,,,,"            hazelcastServiceFactory = null;",,,8783
3657,0373c58fd4be937e4c3bf347be1956f45d12950d9b93397478ad50d78479881426d7faf551126499c6d712823bb9d6fb62480a1e33096f6fd9aafe1e6d979e49190a48fc1c43edc0ff2b410eae09381d7965351dcf385205409adb2f5f0fe928a55f77d23f641fe61e1e3964272601012b895620a987134af362313860401024b7141489e66ee76af442eb76c2323b774725139dea401bac4837d7e706ba5ed286f66e21e1521164a87ca3ae5b60d090db214416b5521ac9a329ed8ae14e398c1a55d4e793f2ee7d,6.25,category/java/errorprone.xml/NullAssignment,./TargetProjects/karaf-cellar/hazelcast/src/main/java/org/apache/karaf/cellar/hazelcast/internal/osgi/Activator.java,d28cfc29df67fe01e11a8721de19b477b35c1708,1440620255,333,26fdbb9c6bfe62c0e7f5379b1c8cbab5540d567d,1593439035,381,,,,,"            hazelcastInstance = null;",,,8783
3658,0373c58fd4be937e4c3bf347be1956f45d12950d9b93397478ad50d78479881426d7faf551126499c6d712823bb9d6fb62480a1e33096f6fd9aafe1e6d979e49190a48fc1c43edc0ff2b410eae09381d7965351dcf385205409adb2f5f0fe928a55f77d23f641fe61e1e3964272601012b895620a987134af362313860401024b7141489e66ee76af442eb76c2323b774725139dea401bac4837d7e706ba5ed286f66e21e1521164a87ca3ae5b60d090db214416b5521ac9a329ed8ae14e398c1a55d4e793f2ee7d,6.25,category/java/errorprone.xml/NullAssignment,./TargetProjects/karaf-cellar/hazelcast/src/main/java/org/apache/karaf/cellar/hazelcast/internal/osgi/Activator.java,d28cfc29df67fe01e11a8721de19b477b35c1708,1440620255,337,26fdbb9c6bfe62c0e7f5379b1c8cbab5540d567d,1593439035,385,,,,,"            discoveryTask = null;",,,8783
3659,0373c58fd4be937e4c3bf347be1956f45d12950d9b93397478ad50d78479881426d7faf551126499c6d712823bb9d6fb62480a1e33096f6fd9aafe1e6d979e49190a48fc1c43edc0ff2b410eae09381d7965351dcf385205409adb2f5f0fe928a55f77d23f641fe61e1e3964272601012b895620a987134af362313860401024b7141489e66ee76af442eb76c2323b774725139dea401bac4837d7e706ba5ed286f66e21e1521164a87ca3ae5b60d090db214416b5521ac9a329ed8ae14e398c1a55d4e793f2ee7d,6.25,category/java/errorprone.xml/NullAssignment,./TargetProjects/karaf-cellar/hazelcast/src/main/java/org/apache/karaf/cellar/hazelcast/internal/osgi/Activator.java,d28cfc29df67fe01e11a8721de19b477b35c1708,1440620255,341,9f9601126d685c76f49d3519bed5da5215771163,1472821435,370,,,,,"            extender = null;",,,8783
3660,0373c58fd4be937e4c3bf347be1956f45d12950d9b93397478ad50d78479881426d7faf551126499c6d712823bb9d6fb62480a1e33096f6fd9aafe1e6d979e49190a48fc1c43edc0ff2b410eae09381d7965351dcf385205409adb2f5f0fe928a55f77d23f641fe61e1e3964272601012b895620a987134af362313860401024b7141489e66ee76af442eb76c2323b774725139dea401bac4837d7e706ba5ed286f66e21e1521164a87ca3ae5b60d090db214416b5521ac9a329ed8ae14e398c1a55d4e793f2ee7d,6.25,category/java/errorprone.xml/NullAssignment,./TargetProjects/karaf-cellar/hazelcast/src/main/java/org/apache/karaf/cellar/hazelcast/internal/osgi/Activator.java,d28cfc29df67fe01e11a8721de19b477b35c1708,1440620255,345,26fdbb9c6bfe62c0e7f5379b1c8cbab5540d567d,1593439035,389,,,,,"            producer = null;",,,8783
3661,0373c58fd4be937e4c3bf347be1956f45d12950d9b93397478ad50d78479881426d7faf551126499c6d712823bb9d6fb62480a1e33096f6fd9aafe1e6d979e49190a48fc1c43edc0ff2b410eae09381d7965351dcf385205409adb2f5f0fe928a55f77d23f641fe61e1e3964272601012b895620a987134af362313860401024b7141489e66ee76af442eb76c2323b774725139dea401bac4837d7e706ba5ed286f66e21e1521164a87ca3ae5b60d090db214416b5521ac9a329ed8ae14e398c1a55d4e793f2ee7d,6.25,category/java/errorprone.xml/NullAssignment,./TargetProjects/karaf-cellar/hazelcast/src/main/java/org/apache/karaf/cellar/hazelcast/internal/osgi/Activator.java,d28cfc29df67fe01e11a8721de19b477b35c1708,1440620255,349,26fdbb9c6bfe62c0e7f5379b1c8cbab5540d567d,1593439035,393,,,,,"            consumer = null;",,,8783
3662,0373c58fd4be937e4c3bf347be1956f45d12950d9b93397478ad50d78479881426d7faf551126499c6d712823bb9d6fb62480a1e33096f6fd9aafe1e6d979e49190a48fc1c43edc0ff2b410eae09381d7965351dcf385205409adb2f5f0fe928a55f77d23f641fe61e1e3964272601012b895620a987134af362313860401024b7141489e66ee76af442eb76c2323b774725139dea401bac4837d7e706ba5ed286f66e21e1521164a87ca3ae5b60d090db214416b5521ac9a329ed8ae14e398c1a55d4e793f2ee7d,6.25,category/java/errorprone.xml/NullAssignment,./TargetProjects/karaf-cellar/hazelcast/src/main/java/org/apache/karaf/cellar/hazelcast/internal/osgi/Activator.java,d28cfc29df67fe01e11a8721de19b477b35c1708,1440620255,353,26fdbb9c6bfe62c0e7f5379b1c8cbab5540d567d,1593439035,373,,,,,"            synchronizerServiceTracker = null;",,,8783
3663,0373c58fd4be937e4c3bf347be1956f45d12950d9b93397478ad50d78479881426d7faf551126499c6d712823bb9d6fb62480a1e33096f6fd9aafe1e6d979e49190a48fc1c43edc0ff2b410eae09381d7965351dcf385205409adb2f5f0fe928a55f77d23f641fe61e1e3964272601012b895620a987134af362313860401024b7141489e66ee76af442eb76c2323b774725139dea401bac4837d7e706ba5ed286f66e21e1521164a87ca3ae5b60d090db214416b5521ac9a329ed8ae14e398c1a55d4e793f2ee7d,6.25,category/java/errorprone.xml/NullAssignment,./TargetProjects/karaf-cellar/hazelcast/src/main/java/org/apache/karaf/cellar/hazelcast/internal/osgi/Activator.java,d28cfc29df67fe01e11a8721de19b477b35c1708,1440620255,357,26fdbb9c6bfe62c0e7f5379b1c8cbab5540d567d,1593439035,397,,,,,"            groupManager = null;",,,8783
3664,0373c58fd4be937e4c3bf347be1956f45d12950d9b93397478ad50d78479881426d7faf551126499c6d712823bb9d6fb62480a1e33096f6fd9aafe1e6d979e49190a48fc1c43edc0ff2b410eae09381d7965351dcf385205409adb2f5f0fe928a55f77d23f641fe61e1e3964272601012b895620a987134af362313860401024b7141489e66ee76af442eb76c2323b774725139dea401bac4837d7e706ba5ed286f66e21e1521164a87ca3ae5b60d090db214416b5521ac9a329ed8ae14e398c1a55d4e793f2ee7d,6.25,category/java/errorprone.xml/NullAssignment,./TargetProjects/karaf-cellar/hazelcast/src/main/java/org/apache/karaf/cellar/hazelcast/internal/osgi/Activator.java,d28cfc29df67fe01e11a8721de19b477b35c1708,1440620255,361,26fdbb9c6bfe62c0e7f5379b1c8cbab5540d567d,1593439035,401,,,,,"            discoveryServiceTracker = null;",,,8783
3665,0373c58fd4be937e4c3bf347be1956f45d12950d9b93397478ad50d78479881426d7faf551126499c6d712823bb9d6fb62480a1e33096f6fd9aafe1e6d979e49190a48fc1c43edc0ff2b410eae09381d7965351dcf385205409adb2f5f0fe928a55f77d23f641fe61e1e3964272601012b895620a987134af362313860401024b7141489e66ee76af442eb76c2323b774725139dea401bac4837d7e706ba5ed286f66e21e1521164a87ca3ae5b60d090db214416b5521ac9a329ed8ae14e398c1a55d4e793f2ee7d,6.25,category/java/errorprone.xml/NullAssignment,./TargetProjects/karaf-cellar/hazelcast/src/main/java/org/apache/karaf/cellar/hazelcast/internal/osgi/Activator.java,d28cfc29df67fe01e11a8721de19b477b35c1708,1440620255,365,26fdbb9c6bfe62c0e7f5379b1c8cbab5540d567d,1593439035,405,,,,,"            combinedClassLoader = null;",,,8783
3666,0373c58fd4be937e4c3bf347be1956f45d12950d9b93397478ad50d78479881426d7faf551126499c6d712823bb9d6fb62480a1e33096f6fd9aafe1e6d979e49190a48fc1c43edc0ff2b410eae09381d7965351dcf385205409adb2f5f0fe928a55f77d23f641fe61e1e3964272601012b895620a987134af362313860401024b7141489e66ee76af442eb76c2323b774725139dea401bac4837d7e706ba5ed286f66e21e1521164a87ca3ae5b60d090db214416b5521ac9a329ed8ae14e398c1a55d4e793f2ee7d,6.25,category/java/errorprone.xml/NullAssignment,./TargetProjects/karaf-cellar/bundle/src/main/java/org/apache/karaf/cellar/bundle/internal/osgi/Activator.java,a1ebcc74ae28efbe5633c2b646b93bc7019d754f,1440652683,118,6c125c4fc185ae81ab53d27a726130149754a530,1473253188,133,,,,,"            mbeanRegistration = null;",,,8783
3667,0373c58fd4be937e4c3bf347be1956f45d12950d9b93397478ad50d78479881426d7faf551126499c6d712823bb9d6fb62480a1e33096f6fd9aafe1e6d979e49190a48fc1c43edc0ff2b410eae09381d7965351dcf385205409adb2f5f0fe928a55f77d23f641fe61e1e3964272601012b895620a987134af362313860401024b7141489e66ee76af442eb76c2323b774725139dea401bac4837d7e706ba5ed286f66e21e1521164a87ca3ae5b60d090db214416b5521ac9a329ed8ae14e398c1a55d4e793f2ee7d,6.25,category/java/errorprone.xml/NullAssignment,./TargetProjects/karaf-cellar/bundle/src/main/java/org/apache/karaf/cellar/bundle/internal/osgi/Activator.java,a1ebcc74ae28efbe5633c2b646b93bc7019d754f,1440652683,122,6c125c4fc185ae81ab53d27a726130149754a530,1473253188,137,,,,,"            synchronizer = null;",,,8783
3668,0373c58fd4be937e4c3bf347be1956f45d12950d9b93397478ad50d78479881426d7faf551126499c6d712823bb9d6fb62480a1e33096f6fd9aafe1e6d979e49190a48fc1c43edc0ff2b410eae09381d7965351dcf385205409adb2f5f0fe928a55f77d23f641fe61e1e3964272601012b895620a987134af362313860401024b7141489e66ee76af442eb76c2323b774725139dea401bac4837d7e706ba5ed286f66e21e1521164a87ca3ae5b60d090db214416b5521ac9a329ed8ae14e398c1a55d4e793f2ee7d,6.25,category/java/errorprone.xml/NullAssignment,./TargetProjects/karaf-cellar/bundle/src/main/java/org/apache/karaf/cellar/bundle/internal/osgi/Activator.java,a1ebcc74ae28efbe5633c2b646b93bc7019d754f,1440652683,126,6c125c4fc185ae81ab53d27a726130149754a530,1473253188,141,,,,,"            localBundleListener = null;",,,8783
3669,0373c58fd4be937e4c3bf347be1956f45d12950d9b93397478ad50d78479881426d7faf551126499c6d712823bb9d6fb62480a1e33096f6fd9aafe1e6d979e49190a48fc1c43edc0ff2b410eae09381d7965351dcf385205409adb2f5f0fe928a55f77d23f641fe61e1e3964272601012b895620a987134af362313860401024b7141489e66ee76af442eb76c2323b774725139dea401bac4837d7e706ba5ed286f66e21e1521164a87ca3ae5b60d090db214416b5521ac9a329ed8ae14e398c1a55d4e793f2ee7d,6.25,category/java/errorprone.xml/NullAssignment,./TargetProjects/karaf-cellar/bundle/src/main/java/org/apache/karaf/cellar/bundle/internal/osgi/Activator.java,a1ebcc74ae28efbe5633c2b646b93bc7019d754f,1440652683,130,6c125c4fc185ae81ab53d27a726130149754a530,1473253188,145,,,,,"            eventHandler = null;",,,8783
3670,0373c58fd4be937e4c3bf347be1956f45d12950d9b93397478ad50d78479881426d7faf551126499c6d712823bb9d6fb62480a1e33096f6fd9aafe1e6d979e49190a48fc1c43edc0ff2b410eae09381d7965351dcf385205409adb2f5f0fe928a55f77d23f641fe61e1e3964272601012b895620a987134af362313860401024b7141489e66ee76af442eb76c2323b774725139dea401bac4837d7e706ba5ed286f66e21e1521164a87ca3ae5b60d090db214416b5521ac9a329ed8ae14e398c1a55d4e793f2ee7d,6.25,category/java/errorprone.xml/NullAssignment,./TargetProjects/karaf-cellar/config/src/main/java/org/apache/karaf/cellar/config/internal/osgi/Activator.java,a1ebcc74ae28efbe5633c2b646b93bc7019d754f,1440652683,119,6b29acc236746960b793a349f71cea25bac4b19c,1557244881,133,,,,,"            cellarConfigMBeanRegistration = null;",,,8783
3671,0373c58fd4be937e4c3bf347be1956f45d12950d9b93397478ad50d78479881426d7faf551126499c6d712823bb9d6fb62480a1e33096f6fd9aafe1e6d979e49190a48fc1c43edc0ff2b410eae09381d7965351dcf385205409adb2f5f0fe928a55f77d23f641fe61e1e3964272601012b895620a987134af362313860401024b7141489e66ee76af442eb76c2323b774725139dea401bac4837d7e706ba5ed286f66e21e1521164a87ca3ae5b60d090db214416b5521ac9a329ed8ae14e398c1a55d4e793f2ee7d,6.25,category/java/errorprone.xml/NullAssignment,./TargetProjects/karaf-cellar/config/src/main/java/org/apache/karaf/cellar/config/internal/osgi/Activator.java,a1ebcc74ae28efbe5633c2b646b93bc7019d754f,1440652683,123,6b29acc236746960b793a349f71cea25bac4b19c,1557244881,137,,,,,"            configurationSynchronizer = null;",,,8783
3672,0373c58fd4be937e4c3bf347be1956f45d12950d9b93397478ad50d78479881426d7faf551126499c6d712823bb9d6fb62480a1e33096f6fd9aafe1e6d979e49190a48fc1c43edc0ff2b410eae09381d7965351dcf385205409adb2f5f0fe928a55f77d23f641fe61e1e3964272601012b895620a987134af362313860401024b7141489e66ee76af442eb76c2323b774725139dea401bac4837d7e706ba5ed286f66e21e1521164a87ca3ae5b60d090db214416b5521ac9a329ed8ae14e398c1a55d4e793f2ee7d,6.25,category/java/errorprone.xml/NullAssignment,./TargetProjects/karaf-cellar/config/src/main/java/org/apache/karaf/cellar/config/internal/osgi/Activator.java,a1ebcc74ae28efbe5633c2b646b93bc7019d754f,1440652683,127,6b29acc236746960b793a349f71cea25bac4b19c,1557244881,141,,,,,"            localConfigurationListener = null;",,,8783
3673,0373c58fd4be937e4c3bf347be1956f45d12950d9b93397478ad50d78479881426d7faf551126499c6d712823bb9d6fb62480a1e33096f6fd9aafe1e6d979e49190a48fc1c43edc0ff2b410eae09381d7965351dcf385205409adb2f5f0fe928a55f77d23f641fe61e1e3964272601012b895620a987134af362313860401024b7141489e66ee76af442eb76c2323b774725139dea401bac4837d7e706ba5ed286f66e21e1521164a87ca3ae5b60d090db214416b5521ac9a329ed8ae14e398c1a55d4e793f2ee7d,6.25,category/java/errorprone.xml/NullAssignment,./TargetProjects/karaf-cellar/config/src/main/java/org/apache/karaf/cellar/config/internal/osgi/Activator.java,a1ebcc74ae28efbe5633c2b646b93bc7019d754f,1440652683,131,6b29acc236746960b793a349f71cea25bac4b19c,1557244881,145,,,,,"            configurationEventHandler = null;",,,8783
3674,0373c58fd4be937e4c3bf347be1956f45d12950d9b93397478ad50d78479881426d7faf551126499c6d712823bb9d6fb62480a1e33096f6fd9aafe1e6d979e49190a48fc1c43edc0ff2b410eae09381d7965351dcf385205409adb2f5f0fe928a55f77d23f641fe61e1e3964272601012b895620a987134af362313860401024b7141489e66ee76af442eb76c2323b774725139dea401bac4837d7e706ba5ed286f66e21e1521164a87ca3ae5b60d090db214416b5521ac9a329ed8ae14e398c1a55d4e793f2ee7d,6.25,category/java/errorprone.xml/NullAssignment,./TargetProjects/karaf-cellar/core/src/main/java/org/apache/karaf/cellar/core/internal/osgi/Activator.java,a1ebcc74ae28efbe5633c2b646b93bc7019d754f,1440652683,72,9e42597901f6da36009da22816cecdb02e8fb8ea,1442730087,73,,,,,"            eventHandlerServiceTracker = null;",,,8783
3675,0373c58fd4be937e4c3bf347be1956f45d12950d9b93397478ad50d78479881426d7faf551126499c6d712823bb9d6fb62480a1e33096f6fd9aafe1e6d979e49190a48fc1c43edc0ff2b410eae09381d7965351dcf385205409adb2f5f0fe928a55f77d23f641fe61e1e3964272601012b895620a987134af362313860401024b7141489e66ee76af442eb76c2323b774725139dea401bac4837d7e706ba5ed286f66e21e1521164a87ca3ae5b60d090db214416b5521ac9a329ed8ae14e398c1a55d4e793f2ee7d,6.25,category/java/errorprone.xml/NullAssignment,./TargetProjects/karaf-cellar/dosgi/src/main/java/org/apache/karaf/cellar/dosgi/internal/osgi/Activator.java,a1ebcc74ae28efbe5633c2b646b93bc7019d754f,1440652683,105,9e42597901f6da36009da22816cecdb02e8fb8ea,1442730087,115,,,,,"            mbeanRegistration = null;",,,8783
3676,0373c58fd4be937e4c3bf347be1956f45d12950d9b93397478ad50d78479881426d7faf551126499c6d712823bb9d6fb62480a1e33096f6fd9aafe1e6d979e49190a48fc1c43edc0ff2b410eae09381d7965351dcf385205409adb2f5f0fe928a55f77d23f641fe61e1e3964272601012b895620a987134af362313860401024b7141489e66ee76af442eb76c2323b774725139dea401bac4837d7e706ba5ed286f66e21e1521164a87ca3ae5b60d090db214416b5521ac9a329ed8ae14e398c1a55d4e793f2ee7d,6.25,category/java/errorprone.xml/NullAssignment,./TargetProjects/karaf-cellar/dosgi/src/main/java/org/apache/karaf/cellar/dosgi/internal/osgi/Activator.java,a1ebcc74ae28efbe5633c2b646b93bc7019d754f,1440652683,109,4565b92aee4b78391448e0472f15f79d00ca387b,1472728139,133,,,,,"            exportServiceListener = null;",,,8783
3677,0373c58fd4be937e4c3bf347be1956f45d12950d9b93397478ad50d78479881426d7faf551126499c6d712823bb9d6fb62480a1e33096f6fd9aafe1e6d979e49190a48fc1c43edc0ff2b410eae09381d7965351dcf385205409adb2f5f0fe928a55f77d23f641fe61e1e3964272601012b895620a987134af362313860401024b7141489e66ee76af442eb76c2323b774725139dea401bac4837d7e706ba5ed286f66e21e1521164a87ca3ae5b60d090db214416b5521ac9a329ed8ae14e398c1a55d4e793f2ee7d,6.25,category/java/errorprone.xml/NullAssignment,./TargetProjects/karaf-cellar/dosgi/src/main/java/org/apache/karaf/cellar/dosgi/internal/osgi/Activator.java,a1ebcc74ae28efbe5633c2b646b93bc7019d754f,1440652683,113,4565b92aee4b78391448e0472f15f79d00ca387b,1472728139,137,,,,,"            importServiceListener = null;",,,8783
